period,ncm,descricao_ncm,int_rs,ouf,ext,demanda_rs,part_rs,dependencia_nt,source_file,natureza,formula_part_rs
2024-08,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1552475,5684,0,1558159,0.9963521052729535,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_08_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-08,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",105590824,3931040,150127582,259649446,0.40666685651237633,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_08_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-08,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",188236,980795,0,1169031,0.16101882670348347,MEDIA,Composicao_de_Mercado_08_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-08,10064000,Arroz quebrado,47433617,15637739,0,63071356,0.752062743030291,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_08_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10062010,"Arroz descascado (cargo/castanho), parboilizado",2949546,476466,0,3426012,0.8609269319547042,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10062020,"Arroz descascado (cargo/castanho), não parboilizado",3214511,77779,21041230,24333520,0.13210217839424793,ALTA,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",32571025,1954484,0,34525509,0.9433901466883515,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1076238,7579,0,1083817,0.9930071220510474,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",90488182,3282072,78501059,172271313,0.525265526942376,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",73790,44345,0,118135,0.6246243704236678,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-09,10064000,Arroz quebrado,44001640,14649726,0,58651366,0.7502236179801848,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_09_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10062010,"Arroz descascado (cargo/castanho), parboilizado",4674422,439738,0,5114160,0.9140155959140895,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10062020,"Arroz descascado (cargo/castanho), não parboilizado",3120975,89073,33271248,36481296,0.08555000348671823,ALTA,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",41139866,3141204,0,44281070,0.9290621477755618,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1692663,14806,0,1707469,0.9913286859087925,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",157046708,2420260,93766472,253233440,0.6201657569395258,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",140767,69678,0,210445,0.668901613248117,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-10,10064000,Arroz quebrado,51711368,3842013,0,55553381,0.9308410589807307,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_10_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10062010,"Arroz descascado (cargo/castanho), parboilizado",2690297,650338,0,3340635,0.805325035509716,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10062020,"Arroz descascado (cargo/castanho), não parboilizado",2964912,67803,25579435,28612150,0.1036242295668099,ALTA,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",33607706,3042799,0,36650505,0.916977978884602,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1431571,16673,0,1448244,0.9884874371998089,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",97900445,2889472,63900032,164689949,0.594453065256581,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",104744,113503,0,218247,0.4799332865972957,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-11,10064000,Arroz quebrado,37965386,2291578,0,40256964,0.943076233965383,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_11_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10062010,"Arroz descascado (cargo/castanho), parboilizado",2159993,1093095,0,3253088,0.6639823453899802,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10062020,"Arroz descascado (cargo/castanho), não parboilizado",4111545,70579,18421391,22603515,0.1818984790639863,MEDIA,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",30830885,2244460,0,33075345,0.9321409950523569,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",681587,21182,0,702769,0.9698592282812702,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",89003044,3202630,16499479,108705153,0.8187564392646594,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",87200,161626,0,248826,0.35044569297420686,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2024-12,10064000,Arroz quebrado,42400377,2843088,0,45243465,0.9371602506571943,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_12_2024.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10062010,"Arroz descascado (cargo/castanho), parboilizado",2430720,983388,0,3414108,0.7119634176774724,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10062020,"Arroz descascado (cargo/castanho), não parboilizado",8070150,41948,25599064,33711162,0.23939103612032123,MEDIA,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",30006389,2781429,0,32787818,0.9151688288619877,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1280751,26171,0,1306922,0.9799750865009541,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",95519760,3413435,45607407,144540602,0.6608507137669178,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",84690,171767,0,256457,0.3302307989253559,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-01,10064000,Arroz quebrado,46708038,2177157,0,48885195,0.9554638781741589,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_01_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10062010,"Arroz descascado (cargo/castanho), parboilizado",2199915,1386996,0,3586911,0.6133174199192565,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10062020,"Arroz descascado (cargo/castanho), não parboilizado",2512549,58052,24347370,26917971,0.09334095054935604,ALTA,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",29878812,3337639,0,33216451,0.8995184946158156,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",967585,4551,0,972136,0.9953185562513887,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",88224493,2813157,61613313,152650963,0.577949141401748,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",74232,37338,0,111570,0.6653401452003227,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-02,10064000,Arroz quebrado,38492536,1760236,0,40252772,0.9562704402071986,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_02_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10062010,"Arroz descascado (cargo/castanho), parboilizado",2238481,1026349,0,3264830,0.6856347803714129,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10062020,"Arroz descascado (cargo/castanho), não parboilizado",1607616,48527,8658423,10314566,0.1558588117037595,MEDIA,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",27356404,3059086,0,30415490,0.8994234187908858,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",650169,6546,0,656715,0.9900322057513533,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",85629549,2637094,18269356,106535999,0.8037616374161001,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",87995,38821,0,126816,0.693879321221297,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-03,10064000,Arroz quebrado,45903034,1579584,0,47482618,0.9667334265351586,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_03_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10062010,"Arroz descascado (cargo/castanho), parboilizado",2153645,1124249,0,3277894,0.6570209408846046,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10062020,"Arroz descascado (cargo/castanho), não parboilizado",1846352,63443,7346218,9256013,0.1994759514706818,MEDIA,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",27295009,2768707,0,30063716,0.9079053633955296,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",841274,284486,0,1125760,0.7472942723138146,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",89834349,6112637,10026850,105973836,0.8477030972059934,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",154307,37849,0,192156,0.8030298299298486,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-04,10064000,Arroz quebrado,45648379,604048,7230332,53482759,0.8535157844044657,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_04_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10062010,"Arroz descascado (cargo/castanho), parboilizado",2521726,1144984,0,3666710,0.68773532676432,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10062020,"Arroz descascado (cargo/castanho), não parboilizado",1757002,395716,23770413,25923131,0.0677773838353091,ALTA,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",29479928,2253215,0,31733143,0.928994899748821,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",543165,482191,0,1025356,0.5297330878251066,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",98272428,4896734,24130971,127300133,0.7719742759420369,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",299204,98628,0,397832,0.7520863077882121,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-05,10064000,Arroz quebrado,48954295,1253264,4127336,54334895,0.9009733984026287,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_05_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10062010,"Arroz descascado (cargo/castanho), parboilizado",1533580,472026,0,2005606,0.7646466953130375,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10062020,"Arroz descascado (cargo/castanho), não parboilizado",1420935,295522,18542762,20259219,0.07013769879283106,ALTA,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",26773242,2729603,0,29502845,0.907480007436571,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",958308,64811,0,1023119,0.9366535075587493,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",76111521,4697964,34295712,115105197,0.6612344445229523,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",191262,28894,0,220156,0.8687566997946911,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-06,10064000,Arroz quebrado,37898308,3191047,2121496,43210851,0.8770553488983589,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_06_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10062010,"Arroz descascado (cargo/castanho), parboilizado",1763611,992426,0,2756037,0.6399083176314396,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10062020,"Arroz descascado (cargo/castanho), não parboilizado",2623357,1261027,28261221,32145605,0.0816085744847546,ALTA,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10063011,"Arroz semibranqueado ou branqueado, parboilizado, polido ou brunido",30075082,3790166,0,33865248,0.8880809613442074,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10063019,"Outros tipos de arroz semibranqueado ou branqueado, parboilizado",1167806,132727,0,1300533,0.8979441505905655,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10063021,"Arroz semibranqueado ou branqueado, não parboilizado, polido ou brunido",91749721,5345824,34473834,131569379,0.6973485905105625,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10063029,"Outros tipos de arroz semibranqueado ou branqueado, não parboilizado",265891,63697,0,329588,0.8067375025789774,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-07,10064000,Arroz quebrado,45539298,2673917,11296273,59509488,0.7652443254090844,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_07_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
2025-08,10062010,"Arroz descascado (cargo/castanho), parboilizado",1611995,650948,0,2262943,0.7123445000603197,FORA_DAS_FAIXAS_NT,Composicao_de_Mercado_08_2025.csv,DADO_CALCULADO_SOBRE_DADO_OBSERVADO,INT/(INT+OUF+EXT) — NT CIET 05/2026
