cnpj,nome_credor,rubrica,acao,pago_R$,empenhos,semantic_class,confidence,object_evidence,source,method_note
04210265000175,ESSENCIAL ASSESSORIA TRIBUTÁRIA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DO DEPARTAMENTO DE TRIBUTAÇÃO,82107.92,4,UNCLASSIFIED,,,,
02520829000140,DIMASTER COMERCIO DE PRODUTOS HOSPITALAR,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,75766.25,9,UNCLASSIFIED,,,,
49333270000103,D C METZ COMERCIAL,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,71364.0,1,UNCLASSIFIED,,,,
07236167000103,TRI TELECOM LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DO SISTEMA DE INFORMÁTICA,70320.62,2,UNCLASSIFIED,,,,
12889035000102,INOVAMED HOSPITALAR LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,70242.26,18,UNCLASSIFIED,,,,
07752236000123,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,63493.47,7,UNCLASSIFIED,,,,
74913013000198,CHULIPA AVALIACOES S/S,SERVIÇOS DE CONSULTORIA,RECADASTRAMENTO IMOBILIÁRIO,63000.0,2,UNCLASSIFIED,,,,
22525517000137,J.F COMERCIO DE MATERIAL E MEDICAMENTOS,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,60480.09,9,UNCLASSIFIED,,,,
24693328000280,IMPORTIRE IMPORTADORA E DISTRIBUIDORA DE,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",59780.0,1,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,BLOCO DE PROTEÇÃO SOCIAL BÁSICA,59574.06,1,UNCLASSIFIED,,,,
73856593000166,PRATI DONADUZZI & CIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,53863.4,11,UNCLASSIFIED,,,,
50625983000120,MATEUS G DROPA SERVICOS MEDICOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,50985.9,5,UNCLASSIFIED,,,,
20657155000102,ILG COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,50498.21,12,UNCLASSIFIED,,,,
63155462000106,RESIDENCIAL CASA VIVARE,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,48000.0,1,UNCLASSIFIED,,,,
16779255000304,ELETRO CENTRO COMERCIO DE PEÇAS E ELETRO,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,46800.0,1,UNCLASSIFIED,,,,
47820174000164,A MARINHO MOREIRA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,46680.0,2,UNCLASSIFIED,,,,
42470027000198,TBR CONSTRUCOES LTDA,OBRAS E INSTALAÇÕES,"PAVIMENTAÇÃO, CALÇAMENTO E DRENAGENS",45036.89,1,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",44997.92,2,UNCLASSIFIED,,,,
30050141000180,INLEGIS CONSULTORIA E TREINAMENTO EIRELI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,CAPACITAÇÃO DE AGENTES POLÍTICOS,44720.0,22,UNCLASSIFIED,,,,
90180605000102,GENTE SEGURADORA S.A,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,TRANSPORTE SANITÁRIO ELETIVO,44350.79,2,UNCLASSIFIED,,,,
48566347000122,TELES SOLUCOES EMPRESARIAIS LTDA,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,42559.0,1,UNCLASSIFIED,,,,
20275382000173,DALBERTO CONSULTORIA E ASSESSORIA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,41417.74,3,UNCLASSIFIED,,,,
30050141000180,INLEGIS CONSULTORIA E TREINAMENTO EIRELI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,CAPACITAÇÃO DE AGENTES PÚBLICOS,40150.0,18,UNCLASSIFIED,,,,
90217225000197,AGRIMETAL INDUSTRIA E COM DE MAQUINAS LT,OBRAS E INSTALAÇÕES,PROGRAMA DE SANEAMENTO BÁSICO RURAL,39500.0,1,UNCLASSIFIED,,,,
88733811000142,FAMURS - FEDERAÇÃO DAS ASSOC. DE MUNICIP,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,39483.47,1,UNCLASSIFIED,,,,
89704522000188,ASSOCIACAO DOS MUNICIPIOS DA FRONTEIRA O,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,39200.0,1,UNCLASSIFIED,,,,
06244192000168,MSM CREATIVE CONFECCOES LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVA,38256.0,3,UNCLASSIFIED,,,,
52692151000151,SAN ANGEL CONSTRUTORA LTDA,OBRAS E INSTALAÇÕES,MANUT.DA.EDUC.INFANT-FUNDEB 30%,37895.5,1,UNCLASSIFIED,,,,
08149396000145,DESIGN RICARDENSE - INDÚSTRIA DE MÓVEIS,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,36706.2,2,UNCLASSIFIED,,,,
87519237000161,TELEVISAO URUGUAIANA LTDA.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,REALIZAÇÃO E APOIO AOS FESTIVAIS DE MÚSI,35000.0,1,UNCLASSIFIED,,,,
92885888000105,PAUSE & PERIN - ADVOGADOS ASSOCIADOS,SERVIÇOS DE CONSULTORIA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,34954.67,2,UNCLASSIFIED,,,,
08070693000109,COSTA PLANO DE ASSISTENCIA FAMILIAR E EM,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,TRANSPORTE SANITÁRIO ELETIVO,34000.0,1,UNCLASSIFIED,,,,
30483455000176,INSTITUTO DE ASSISTENCIA A SAUDE DOS SER,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,33092.14,8,UNCLASSIFIED,,,,
24230368000104,ORTOMOBIL INDÚSTRIA E COMÉRCIO LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",MANUTENÇÃO DO CER,32267.76,6,UNCLASSIFIED,,,,
27343163000123,RD INFORMATICA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,PROCAD - SUAS,31950.0,2,UNCLASSIFIED,,,,
25386019000149,FARMODONTO PRODUTOS HOSPITALARES LTDA -,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,31158.5,5,UNCLASSIFIED,,,,
00390052000111,CONTRANSIN - INDUSTRIA E COMERCIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,30690.0,1,UNCLASSIFIED,,,,
18740207000168,JOHAN E STEFANI LTDA - ME,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,30420.0,1,UNCLASSIFIED,,,,
10936352000107,ESCOLA E ESCRITORIO INDUSTRIA E COMERCIO,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,29066.77,1,UNCLASSIFIED,,,,
07319261000118,ELIETE BEATRIZ HAUPENTHAL & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO RESTAURANTE POPULAR,28960.0,1,UNCLASSIFIED,,,,
51560442000123,DUFILTER DISTRIBUIDORA DE FILTROS E LUBR,MATERIAL DE CONSUMO,AQUISIÇÃO DE COMBUSTÍVEIS E LUBRIFICANTE,28956.04,2,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,28635.04,3,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,28635.04,3,UNCLASSIFIED,,,,
34883104000103,RAPIDA INDUSTRIA DE PRODUTOS PARA SAUDE,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,27880.0,3,UNCLASSIFIED,,,,
09031569000199,CITTA INFORMATICA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVA,27871.48,1,UNCLASSIFIED,,,,
11606789000145,FALCAO EPI''S LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DO FUNDO MUNICIPAL DE ILUMINA,27482.2,2,UNCLASSIFIED,,,,
10936352000107,ESCOLA E ESCRITORIO INDUSTRIA E COMERCIO,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO INFANTIL,27021.23,1,UNCLASSIFIED,,,,
04998667000186,EQUIPAR GASTRO ACESSÓRIOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,26700.0,1,UNCLASSIFIED,,,,
23639923000193,CONS. INTERM. DE DESENV. DO PAMPA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,26195.6,1,UNCLASSIFIED,,,,
31228836000171,ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPED,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",MANUTENÇÃO DO CER,26094.85,5,UNCLASSIFIED,,,,
51365151000184,VIGA PRE MOLDADOS LTDA,OBRAS E INSTALAÇÕES,"PAVIMENTAÇÃO, CALÇAMENTO E DRENAGENS",25983.11,2,UNCLASSIFIED,,,,
04939481000156,FUNMISSÕES - FUND. MUNIC. MISSÕES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,25830.0,2,UNCLASSIFIED,,,,
94516671000153,CIRURGICA SANTA CRUZ COM. PROD. HOSP. LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,25048.04,5,UNCLASSIFIED,,,,
57775539000130,GEO MARKT COMUNICACAO ESTRATEGICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,REALIZAÇÃO E APOIO AOS FESTIVAIS DE MÚSI,24980.0,1,UNCLASSIFIED,,,,
17417928000179,VENTISOL DA AMAZONIA INDUSTRIA DE APAREL,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO INFANTIL,24359.2,1,UNCLASSIFIED,,,,
46728867000169,RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAI,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO RESTAURANTE POPULAR,23914.77,1,UNCLASSIFIED,,,,
00472805000308,TRACADO CONSTRUCOES E SERVICOS LTDA,MATERIAL DE CONSUMO,VIAS URBANAS E RURAIS,23492.0,4,UNCLASSIFIED,,,,
58951274000146,RAFAEL L. SCHRAMM,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",22680.0,2,UNCLASSIFIED,,,,
37952262000166,SC COMERCIO DE PNEUS LTDA,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",22540.0,1,UNCLASSIFIED,,,,
11606789000145,FALCAO EPI''S LTDA,MATERIAL DE CONSUMO,MANUT. DAS ATIV. DOS SERV. URBANOS,22449.05,2,UNCLASSIFIED,,,,
89989255000132,ASSOCIACAO DOS MUNICIPIOS DAS MISSOES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,22230.0,1,UNCLASSIFIED,,,,
22795601000170,MORABEZA CULTURAL LTDA,SERVIÇOS DE CONSULTORIA,LEI ALDIR BLANC,22000.0,1,UNCLASSIFIED,,,,
23720752000122,JARDIM DISTRIBUIDORA DE COSMETICOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,21870.0,1,UNCLASSIFIED,,,,
00703157000183,CONFEDERAÇÃO NACIONAL DE MUNICIPIOS - CN,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,21282.0,1,UNCLASSIFIED,,,,
46728867000169,RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAI,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,21040.0,1,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,MANUTENÇÃO DAS ATIVIDADES PARLAMENTARES,20792.2,1,UNCLASSIFIED,,,,
10759369000136,ARGAVALE DISTRIBUIDORA DE MATERIAIS DE C,MATERIAL DE CONSUMO,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,20769.0,3,UNCLASSIFIED,,,,
47459386000168,ANDRELIS DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,20449.0,3,UNCLASSIFIED,,,,
17417928000179,VENTISOL DA AMAZONIA INDUSTRIA DE APAREL,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO ENSINO FUNDAMENTAL - MDE,20025.0,1,UNCLASSIFIED,,,,
22795601000170,MORABEZA CULTURAL LTDA,SERVIÇOS DE CONSULTORIA,MANUTENÇÃO DO DEPARTAMENTO DE ASSUNTOS C,20000.0,1,UNCLASSIFIED,,,,
53800800000153,NOBRE HORSE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,20000.0,1,UNCLASSIFIED,,,,
14481040000107,GRÁFICA GRGRAF EIRELI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ATENÇÃO BÁSICA,19741.02,4,UNCLASSIFIED,,,,
09654067000114,EXCLUSIVACAO - EDUCACAO E DESENVOLVIMENT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FORMAÇÃO DE PROFESSORES E PROFISSIONAIS,19000.0,1,UNCLASSIFIED,,,,
58390067000160,"BERTANI, OLIVEIRA & HASSTENTEUFEL ADVOGA",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DO FUNDO MUNICIPAL DA CRIANÇA,18700.0,1,UNCLASSIFIED,,,,
87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,18040.87,2,UNCLASSIFIED,,,,
19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,18000.0,1,UNCLASSIFIED,,,,
44449147000139,DM DISTRIBUIDORA DE DESCARTAVEIS LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,17476.0,1,UNCLASSIFIED,,,,
11145401000156,L.A DALLA PORTA JUNIOR,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,17387.32,2,UNCLASSIFIED,,,,
15759650000192,TAIUR SCHUMACHER - ME,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,17232.0,1,UNCLASSIFIED,,,,
47076858000101,SPORTSUL EVENTOS ESPORTIVOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,PROMOÇÃO DE EVENTOS ESPORTIVOS E DE LAZE,17080.0,1,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,CAPACITAÇÃO DE AGENTES PÚBLICOS,17011.8,1,UNCLASSIFIED,,,,
46388826000170,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,16496.7,3,UNCLASSIFIED,,,,
24802687000309,"HS COMERCIO, LOCACAO E MANUTENCAO DE EQU",EQUIPAMENTOS E MATERIAL PERMANENTE,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,16302.0,1,UNCLASSIFIED,,,,
03404393000197,JS SERVICOS DE ENGENHARIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",MELHORIAS HABITACIONAIS,16099.2,1,UNCLASSIFIED,,,,
11417674000455,ACTE-ASSOCIAÇÃO COMUNIDADE TERAPEUTICA E,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,16000.0,2,UNCLASSIFIED,,,,
28114183000195,CONSULTORIA EDUCACAO E ACAO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FORMAÇÃO DE PROFESSORES E PROFISSIONAIS,15980.0,1,UNCLASSIFIED,,,,
51954194000103,ZAMPIERE VOLPATTO SOLUCOES INTEGRADAS LT,EQUIPAMENTOS E MATERIAL PERMANENTE,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,15839.0,2,UNCLASSIFIED,,,,
40214888000180,CLS SERVICOS E ASSESSORIA LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,15589.9,1,UNCLASSIFIED,,,,
