file	url	bytes	sha256
Composicao_de_Mercado_11_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_11_2025.csv	7314330	5c6a48d234d2acf3b15ac99f454171049ad093760955e3f073ab752e80995d2b
Composicao_de_Mercado_12_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_12_2025.csv	7165687	99502fb5403b8286577daea67864d24ed1bf8fd4ed63dda282403a98575e308a
Composicao_de_Mercado_01_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_01_2026.csv	7151093	c4b85c05f47516e203d1140a0b772047391d24e3e5e560dbaccabe75e803b471
Composicao_de_Mercado_02_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_02_2026.csv	7132809	1f1e8dafd6c5ab9b6f4921749f1b3dfda5db4632976cf6dd06cc0b2ccb181215
Composicao_de_Mercado_03_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_03_2026.csv	7446328	1dd0d4e08d68f7412c2d5a3280aee7a7cbe904ffd250ff7568f11664b2639759
Composicao_de_Mercado_04_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_04_2026.csv	7361108	eb4fa5fc9f4e1cba2effe306908803daa5db8a9edef2d8587cdfb4300948ebad
Composicao_de_Mercado_05_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_05_2026.csv	7366299	0096ac1a61aa1473ce3cae249fdcd9f10082113e50e2d619a8cef31ee69a80f6
Composicao_de_Mercado_06_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_06_2026.csv	7452498	186867bbc8802d4c20d0901238fb055dc0a2167ab966cea73da2052f3489bc96
Composicao_de_Mercado_07_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_07_2026.csv	7617938	2bf10a0194e9081994c246e09695485d87e621de6d82d1c831e82053929c14c8
Composicao_de_Mercado_08_2026.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_08_2026.csv	7607473	43b32b517e024eff1a37f86e155a77f976ca5f51ad4c16308c5b8b6b48ee3c46
