sheet_row,inventario_nome,subcategoria,cnpj_unidade,cnpj_base,cnpj_duplicate_in_inventory,unique_root_units,root_multiunit_flag,source,periodo_referencia,limitacao
112,Fantasia: D' Castro Camisaria / Razão Social: (Cnpj 28.064.447/0001-43),"Loja de Roupas, Sapatos e Assessórios",28064447000143,28064447,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
113,Fantasia: Linda Variedades / Razão Social: Changyong Duan (Cnpj 48.346.814/0001-09),Loja de Roupas  e Assessórios,48346814000109,48346814,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
114,Fantasia: Linda Variedades / Razão Social: F. Zhu (Cnpj 55.498.031/0001-06),Loja de Roupas  e Assessórios,55498031000106,55498031,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
115,Fantasia: Kolwertn Multimarcas / Razão Social: CR Comércio do Vestuário Ltda (Cnpj 94.072.782/0001-18),Loja de Roupas e Assessórios,94072782000118,94072782,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
116,Fantasia: Franco Giorgi / Razão Social: Grazziotin S A (Cnpj 92.012.467/0190-08),"Loja de Roupas, Sapatos e Assessórios",92012467019008,92012467,NÃO,2,SIM,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
117,Fantasia: Lojas Grazziotin / Razão Social: Grazziotin S A (Cnpj 92.012.467/0037-80),"Loja de confRoupas, Sapatos e Assessórios",92012467003780,92012467,NÃO,2,SIM,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
118,Fantasia: Peguei da Vick / Razão Social: L V Comercio e Vestuario LTDA (Cnpj 53.529.949/0001-40),"Loja de Roupas, Sapatos e Assessórios",53529949000140,53529949,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
119,"Fantasia: M.h. Moda Intima / Razão Social: G P Junior, Moda Intima Ltda (Cnpj 05.823.159/0004-72)","Loja de Roupas, Sapatos e Assessórios",05823159000472,05823159,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
120,Fantasia: Pimentas Boutique Sensual / Razão Social: Jessica Santoro (Cnpj 28.597.654/0001-63),"Loja de Roupas, Sapatos e Assessórios",28597654000163,28597654,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
121,Magazine Bandeirante,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
122,Fantasia: 7 Povos Kids / Razão Social: Lenise Goulart Morgental (Cnpj 62.201.625/0001-79),"Loja de Roupas, Sapatos e Assessórios",62201625000179,62201625,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
123,7 Povos Confecções e Calçados São Borja,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
124,Fantasia: 7 Povos Tchê! / Razão Social: Renato Cesar Prauchner (Cnpj 06.339.679/0001-24),"Loja de Roupas, Sapatos e Assessórios",06339679000124,06339679,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
125,Loja CHICMI,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
126,Loja do Ramada,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
127,Fantasia: Excêntrica / Razão Social: Rubia Lamana Quoos (Cnpj 18.283.007/0001-23),"Loja de Roupas e Assessórios (obs. cnpj baixado, instagram atualizado) ",18283007000123,18283007,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
128,Fantasia: MAXX Outlet / Razão Social: Rm2S Ltda (Cnpj 58.434.608/0010-03) / Filial,"Loja de Roupas, Sapatos e Assessórios",58434608001003,58434608,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
129,Fantasia: Studio Live! São Borja / Razão Social: Otto Comercio e Vestuario LTDA (Cnpj 48.191.706/0001-04) /,Loja de Roupas (esportivas),48191706000104,48191706,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
130,Ka Lopes Fitness,Loja de Roupas e Sapatos (espotivos),,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
131,Fantasia: Original Store / Razão Social: Comercio de Confeccoes Silveira & Severo Ltda (Cnpj 18.382.369/0003-33),"Loja de Roupas, Sapatos e Assessórios",18382369000333,18382369,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
132,Loja Portal,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
133,Fantasia: Dunia Modas / Razão Social: Comercial de Vestuario Dunia Ltda (Cnpj 00.872.980/0001-12),"Loja de Roupas, Sapatos e Assessórios",00872980000112,00872980,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
134,Elegância Moda e Acessórios,"Loja de Roupas, Sapatos e Assessórios",,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
135,Fantasia: Donna Amô / Razão Social: 60.940.561 Paola da Silva Cardoso (Cnpj 60.940.561/0001-00),"Loja de Roupas, Sapatos e Assessórios",60940561000100,60940561,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
136,Fantasia: Dona Nanda / Razão Social: Fernanda Bublitz Petterini (Cnpj 29.091.514/0001-81),"Loja de Roupas, Sapatos e Assessórios",29091514000181,29091514,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
137,Fantasia: Stilo Modas / Razão Social: Marlise Neubuser Cezar (Cnpj 22.560.258/0001-85),"Loja de Roupas, Sapatos e Assessórios",22560258000185,22560258,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
138,Fantasia: Lojas Lebes / Razão Social: Drebes & Cia LTDA (Cnpj 96.662.168/0365-94),Loja de Roupas e Eletrodomésticos,96662168036594,96662168,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
139,Fantasia: Exclusiva Moda Plus / Razão Social: Flavio Lourenco da Silva (Cnpj 45.486.913/0001-06),Loja de Roupas e Assessórios,45486913000106,45486913,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
140,Fantasia: Loja Top 20 (Top Store) / Razão Social: Suelen Bastos Rodrigues (Cnpj 34.542.287/0001-01),Loja de Roupas e Assessórios,34542287000101,34542287,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
141,Carol Modas,Loja de Roupas e Assessórios,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
142,Fantasia: Clean Boutique / Razão Social: Angelica Fonseca Dias e Cia Ltda (Cnpj 33.964.619/0001-75),"Loja de Roupas, Sapatos e Assessórios",33964619000175,33964619,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
143,Fantasia: Lucky Store / Razão Social: Zuhdi & Cia Ltda (Cnpj 17.434.253/0001-76),"Loja de Roupas, Sapatos e Assessórios",17434253000176,17434253,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
144,Fantasia: Mundi Calçados / Razão Social: Calcemoda Comercio de Calcados LTDA (Cnpj 38.128.053/0001-65),"Loja de Roupas, Sapatos e Assessórios",38128053000165,38128053,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
145,Fantasia: Oka Tia Sinha / Razão Social: Renata Andres (Cnpj 94.175.528/0001-45),Loja de Roupas e Assessórios,94175528000145,94175528,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
146,Fantasia: Cia do Uniforme / Razão Social: M da Cruz Oliveira Uniformes (Cnpj 41.726.814/0001-95),Loja de Roupas (Uniformes com pronta entrega),41726814000195,41726814,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
147,Fantasia: Ciranda Boutique / Razão Social: Sidinei Poerscke (Cnpj 90.134.701/0001-06),Loja de Roupas (Infantil até 12 meses),90134701000106,90134701,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
148,Fantasia: Loja UP São Borja (Pedrangel Calcados) / Razão Social: Pedrangel Comercio de Calcados e Vestuarios Ltda. (Cnpj 08.835.108/0001-06),Loja de Sapatos,08835108000106,08835108,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
149,Fantasia: Santa Clara Confecções e Calçados / Razão Social: Angela Mari Faguaga Siqueira Ltda (Cnpj 01.800.560/0001-93),Loja de Sapatos,01800560000193,01800560,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
150,Fantasia: Casa A Favorita / Razão Social: Casa Favoritasb Ltda (Cnpj 05534303578),Loja de Sapatos,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
151,Fantasia: LF Calçados (Gf Gerson Fernandez) / Razão Social: Gerson Jair Peroty Fernandez Ltda (Cnpj 09.148.429/0001-03),Loja de Sapatos,09148429000103,09148429,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
152,Fantasia: Menta Pimenta Calçados / Razão Social: Menta Pimenta Calçados Ltda (Cnpj 18.627.385/0001-87),Loja de Sapatos,18627385000187,18627385,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
153,Fantasia: Camponesa Sapatu´s / Razão Social: Andreia Machado da Trindade (Cnpj 07.574.946/0002-91),Loja de Sapatos,07574946000291,07574946,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
154,Akazzo,Loja de Sapatos,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
155,Fantasia: Elite Artigos Militares / Razão Social: Elite Artigos Militares (Cnpj 20.929.450/0002-51),Loja de Artigos Militares,20929450000251,20929450,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
156,Fantasia: Rilu Armarinhos e Presentes / Razão Social: Teresinha Socoloski (Cnpj 90.859.091/0001-08),"Loja de artigos de armarinho (Obs. cnpj baixado, mas redes sociais ativas com ofertas)",90859091000108,90859091,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
157,Fantasia: 7 Povos Tecidos e Decorações / Razão Social: Renato Cesar Prauchner Ltda (Cnpj 62.201.240/0001-01),Loja de artigos de armarinho,62201240000101,62201240,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
158,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),Loja de acessórios para dispositivos móveis,33544751000128,33544751,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
159,Fantasia: Minha Loja / Razão Social: Maria Tereza Pires Machado (Cnpj 91.252.635/0001-31),Loja de ultilidades e presentes,91252635000131,91252635,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
160,Amei Presentes Criativos,Loja de presentes,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
161,Bella Cestas & Presentes,Loja de presentes,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
162,Fantasia: Encanto Decor / Razão Social: Nathieli Cipolat Cervo (Cnpj 51.758.623/0001-69),Loja de presentes e decorações,51758623000169,51758623,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
163,Fantasia: Loja Maconica Luz Invisivel / Razão Social: Loja Maconica Luz Invisivel (Cnpj 08.862.640/0001-12),Loja maçônica,08862640000112,08862640,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
164,Fantasia: Bellacasa / Razão Social: Theodoro Moraes Machado (Cnpj 23.423.360/0001-00),Loja de Roupas (de cama) e ultilizades,23423360000100,23423360,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
165,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),Loja de Roupas (de cama) e ultilizades,90072059000935,90072059,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
166,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16), Lojas de departamentos ou magazines,47960950130416,47960950,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
167,Fantasia: Iluminar Materiais Eletricos e Ferragens / Razão Social: Lopes & Gruendemann Comercio de Materiais Eletricos LTDA (Cnpj 09.674.510/0001-19),Loja de Materiais Eletricos e Ferragens,09674510000119,09674510,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
168,Fantasia: Lojas Quero Quero / Razão Social: Lojas Quero-Quero S.a. (Cnpj 96.418.264/0357-81),Loja de eletrodomésticos e equipamentos de áudio e vídeo,96418264035781,96418264,SIM,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
169,Fantasia: Lojas Quero Quero / Razão Social: Lojas Quero-Quero S.a. (Cnpj 96.418.264/0357-81),Loja de eletrodomésticos e equipamentos de áudio e vídeo,96418264035781,96418264,SIM,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
170,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),Loja de eletrodomésticos e equipamentos de áudio e vídeo,89848543014550,89848543,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
171,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),Loja de eletrodomésticos e equipamentos de áudio e vídeo,98102924013939,98102924,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
172,Fantasia: Lojas Benoit / Razão Social: Benoit Eletrodomesticos Ltda (Cnpj 87.296.026/0148-33),Loja de eletrodomésticos e equipamentos de áudio e vídeo,87296026014833,87296026,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
173,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0043-47),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928004347,04415928,NÃO,2,SIM,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
174,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0216-08),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928021608,04415928,NÃO,2,SIM,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
175,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),"Loja de comércio varejista de mercadorias em geral, com predominância de produtos alimentícios ",33014556190033,33014556,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
176,Fantasia: Brasil Free Shop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda (Cnpj 32.195.385/0006-90),Lojas de Duty free,32195385000690,32195385,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
177,Fantasia: Monaco Freeshop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda.,Lojas de Duty free,,,NÃO,0,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,Sem CNPJ extraível; excluído das métricas por raiz.
178,Fantasia: Comercial Loss / Razão Social: Laura Anklam de Lima (Cnpj 26.003.402/0001-33),Loja de Ferragens e Ferramentas,26003402000133,26003402,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
179,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),Loja de móveis,08717165000190,08717165,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
180,Fantasia: Happy Pets / Razão Social: Isabelle Victoria Feltrin Ltda (Cnpj 41.860.517/0001-38),Pet Shop,41860517000138,41860517,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
181,Fantasia: 4 Patas / Razão Social: 4 Patas Pet Ltda. (Cnpj 19.689.111/0001-85),Pet Shop e Veterinária,19689111000185,19689111,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
182,Fantasia: Veterinária São Francisco / Razão Social: Mário Lúcio Saraiva Gonçalves (Cnpj 01.448.878/0001-57),Pet Shop e Veterinária,01448878000157,01448878,NÃO,1,NÃO,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
183,Fantasia: Companhia dos Bichos / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0001-47),Pet Shop,07195827000147,07195827,NÃO,2,SIM,Empresas de Varejo de São Borja — inventário POM/documental,2026,"Estrutura do inventário; CNPJ/raiz não prova atividade atual, market share ou marca/rede completa."
