source_row,operador_fantasia,formato_normalizado,cnpj_unidade,cnpj_base,root_units_in_recorte,root_multiunit_flag,status_cnpj_documental,status_prejoin_rfb,limitacao
40,Padaria Vitória,Padaria,05196339000129,05196339,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
41,Sabor mineiro da Lu Delícias caseiras,Padaria,,,0,NÃO,SEM_CNPJ,SEM_CNPJ,Sem CNPJ documental; fora do denominador das métricas por raiz.
42,Padaria E Confeitaria Tia Lori,Padaria,05579483000144,05579483,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
43,Casa da Carne Real,Açougue,00958639000184,00958639,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
44,Açougue Dom Vitorio,Açougue,32183512000127,32183512,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
45,Acougue Popular,Açougue,39575019000100,39575019,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
46,"Açougue e Minimercado ""Côza"" Gaúcha",Açougue,13699717000115,13699717,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
47,Acougue e Mini Mercado Prenda,Açougue,42809219000186,42809219,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
48,Açougue Morgental (Alimentos),Açougue,63154624000183,63154624,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
49,Mercado do Peixe,Peixaria,07445396000120,07445396,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
50,Armazém do peixe,Peixaria,49134931000171,49134931,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
51,Fruteira Serrana,Hortifruti,08358482000168,08358482,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
52,Fl Hort Agro,Hortifruti,36211275000111,36211275,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
53,Stok Center,Atacarejo / distribuidora,92016757008842,92016757,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
54,Rancho Atacadista - Filial 25 (Rede Vivo Super Mercados),Atacarejo / distribuidora,91292987002598,91292987,2,SIM,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
55,Mercado CDV,Atacarejo / distribuidora,42597504000180,42597504,1,NÃO,OK,PRONTO_JOIN_RFB,Agrupamento por raiz apenas dentro do recorte; não determina matriz/filial nem market share.
