storefront_id,origem,sheet_row,operador_marca,subcategoria_inventario,cnpj_inventario,cnpj_referencia_cenario,raiz_referencia,regra_cenario,inclui_cenario_base,inclui_sensibilidade_conservadora,incremento_vs_linhas_inventario,lote_decisao,observacao
INV_156,LINHA_INVENTARIO_2026,156,Fantasia: Rilu Armarinhos e Presentes / Razão Social: Teresinha Socoloski (Cnpj 90.859.091/0001-08),"Loja de artigos de armarinho (Obs. cnpj baixado, mas redes sociais ativas com ofertas)",90859091000108,00664113000191,00664113,INCLUIR_OPERACAO_RILU_TECIDOS,1,1,0,,
INV_157,LINHA_INVENTARIO_2026,157,Fantasia: 7 Povos Tecidos e Decorações / Razão Social: Renato Cesar Prauchner Ltda (Cnpj 62.201.240/0001-01),Loja de artigos de armarinho,62201240000101,62201240000101,62201240,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_158,LINHA_INVENTARIO_2026,158,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),Loja de acessórios para dispositivos móveis,33544751000128,33544751000128,33544751,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_159,LINHA_INVENTARIO_2026,159,Fantasia: Minha Loja / Razão Social: Maria Tereza Pires Machado (Cnpj 91.252.635/0001-31),Loja de ultilidades e presentes,91252635000131,91252635000131,91252635,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_160,LINHA_INVENTARIO_2026,160,Amei Presentes Criativos,Loja de presentes,,66405682000120,66405682,INCLUIR_OPERACAO_AMEI_SUCESSOR_CANDIDATO,1,1,0,,
INV_161,LINHA_INVENTARIO_2026,161,Bella Cestas & Presentes,Loja de presentes,,48341505000146,48341505,INCLUIR_OPERACAO_BELLA_CESTAS_CNPJ_CANDIDATO,1,1,0,,
INV_162,LINHA_INVENTARIO_2026,162,Fantasia: Encanto Decor / Razão Social: Nathieli Cipolat Cervo (Cnpj 51.758.623/0001-69),Loja de presentes e decorações,51758623000169,51758623000169,51758623,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_163,LINHA_INVENTARIO_2026,163,Fantasia: Loja Maconica Luz Invisivel / Razão Social: Loja Maconica Luz Invisivel (Cnpj 08.862.640/0001-12),Loja maçônica,08862640000112,08862640000112,08862640,EXCLUIR_BASE_FORA_ESCOPO_VAREJISTA_LOJA_MACONICA,0,0,0,,
INV_164,LINHA_INVENTARIO_2026,164,Fantasia: Bellacasa / Razão Social: Theodoro Moraes Machado (Cnpj 23.423.360/0001-00),Loja de Roupas (de cama) e ultilizades,23423360000100,23423360000100,23423360,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_165,LINHA_INVENTARIO_2026,165,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),Loja de Roupas (de cama) e ultilizades,90072059000935,90072059000935,90072059,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_166,LINHA_INVENTARIO_2026,166,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16), Lojas de departamentos ou magazines,47960950130416,47960950130416,47960950,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_167,LINHA_INVENTARIO_2026,167,Fantasia: Iluminar Materiais Eletricos e Ferragens / Razão Social: Lopes & Gruendemann Comercio de Materiais Eletricos LTDA (Cnpj 09.674.510/0001-19),Loja de Materiais Eletricos e Ferragens,09674510000119,09674510000119,09674510,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_168,LINHA_INVENTARIO_2026,168,Fantasia: Lojas Quero Quero / Razão Social: Lojas Quero-Quero S.a. (Cnpj 96.418.264/0357-81),Loja de eletrodomésticos e equipamentos de áudio e vídeo,96418264035781,96418264035781,96418264,INCLUIR_QUEROQUERO_APARICIO_MARIENSE,1,1,0,,
INV_169,LINHA_INVENTARIO_2026,169,Fantasia: Lojas Quero Quero / Razão Social: Lojas Quero-Quero S.a. (Cnpj 96.418.264/0357-81),Loja de eletrodomésticos e equipamentos de áudio e vídeo,96418264035781,96418264002859,96418264,INCLUIR_QUEROQUERO_GENERAL_MARQUES_CORRECAO_DUPLICIDADE,1,1,0,,
INV_170,LINHA_INVENTARIO_2026,170,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),Loja de eletrodomésticos e equipamentos de áudio e vídeo,89848543014550,89848543014550,89848543,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_171,LINHA_INVENTARIO_2026,171,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),Loja de eletrodomésticos e equipamentos de áudio e vídeo,98102924013939,98102924013939,98102924,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_172,LINHA_INVENTARIO_2026,172,Fantasia: Lojas Benoit / Razão Social: Benoit Eletrodomesticos Ltda (Cnpj 87.296.026/0148-33),Loja de eletrodomésticos e equipamentos de áudio e vídeo,87296026014833,87296026014833,87296026,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_173,LINHA_INVENTARIO_2026,173,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0043-47),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928004347,04415928004347,04415928,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_174,LINHA_INVENTARIO_2026,174,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0216-08),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928021608,04415928021608,04415928,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_175,LINHA_INVENTARIO_2026,175,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),"Loja de comércio varejista de mercadorias em geral, com predominância de produtos alimentícios ",33014556190033,00776574170906,00776574,INCLUIR_AMERICANAS_CNPJ_CORRENTE,1,1,0,,
INV_176,LINHA_INVENTARIO_2026,176,Fantasia: Brasil Free Shop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda (Cnpj 32.195.385/0006-90),Lojas de Duty free,32195385000690,32195385000690,32195385,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_177,LINHA_INVENTARIO_2026,177,Fantasia: Monaco Freeshop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda.,Lojas de Duty free,,32195385001239,32195385,INCLUIR_MONACO_CNPJ_IDENTIFICADO,1,1,0,,
INV_178,LINHA_INVENTARIO_2026,178,Fantasia: Comercial Loss / Razão Social: Laura Anklam de Lima (Cnpj 26.003.402/0001-33),Loja de Ferragens e Ferramentas,26003402000133,26003402000133,26003402,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_179,LINHA_INVENTARIO_2026,179,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),Loja de móveis,08717165000190,08717165000190,08717165,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_180,LINHA_INVENTARIO_2026,180,Fantasia: Happy Pets / Razão Social: Isabelle Victoria Feltrin Ltda (Cnpj 41.860.517/0001-38),Pet Shop,41860517000138,41860517000138,41860517,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_181,LINHA_INVENTARIO_2026,181,Fantasia: 4 Patas / Razão Social: 4 Patas Pet Ltda. (Cnpj 19.689.111/0001-85),Pet Shop e Veterinária,19689111000185,19689111000185,19689111,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_182,LINHA_INVENTARIO_2026,182,Fantasia: Veterinária São Francisco / Razão Social: Mário Lúcio Saraiva Gonçalves (Cnpj 01.448.878/0001-57),Pet Shop e Veterinária,01448878000157,03243241000150,03243241,INCLUIR_VETERINARIA_SAO_FRANCISCO_CNPJ_CORRENTE_REFERENCIA,1,1,0,,
INV_183,LINHA_INVENTARIO_2026,183,Fantasia: Companhia dos Bichos / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0001-47),Pet Shop,07195827000147,07195827000147,07195827,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_184,LINHA_INVENTARIO_2026,184,Fantasia: Mealho Pets / Razão Social: Bruna Regina Mealho (Cnpj 25.225.190/0001-76),Pet Shop e Hotel para pets,25225190000176,25225190000176,25225190,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_185,LINHA_INVENTARIO_2026,185,Fantasia: Steelpet / Razão Social: Lawrence Lima Lul (Cnpj 46.746.201/0001-33),Pet Shop e Loja de Ferragens,46746201000133,46746201000133,46746201,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_186,LINHA_INVENTARIO_2026,186,Fantasia: Eva Pet Shop / Razão Social: Lenise Cristina Carvalho de Abreu (Cnpj 35.261.575/0001-42),Pet Shop ,35261575000142,35261575000142,35261575,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_187,LINHA_INVENTARIO_2026,187,Fantasia: Cia dos Bichos (Aquarium) / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0002-28) / Filial,Pet Shop,07195827000228,07195827000228,07195827,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_188,LINHA_INVENTARIO_2026,188,Fantasia: Bicho Mimado / Razão Social: Rogerio Flores Nascimento (Cnpj 22.663.567/0001-80),Pet Shop,22663567000180,,22663567,INCLUIR_OPERACAO_BICHO_MIMADO_CNPJ_CORRENTE_PENDENTE,1,1,0,,
INV_189,LINHA_INVENTARIO_2026,189,Pet House,Pet Shop,,,,INCLUIR_OPERACAO_PET_HOUSE_SEM_CNPJ,1,1,0,,
INV_190,LINHA_INVENTARIO_2026,190,Fantasia: Ponto dos Pets / Razão Social: Bastiani & Ferreira Ltda (Cnpj 34.338.660/0001-07),Pet Shop,34338660000107,34338660000107,34338660,INCLUIR_OPERACAO_PONTO_DOS_PETS_CNPJ_STATUS_PENDENTE,1,1,0,,
